Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
02.08.2021;00:00;00:00;718.707;381.708,75;306.141;1.154.227,25;1.250.102,25;22.462,75;1.306.083,25;1.600.789,5;569.349,5;537.889;145.499,25;246.536
09.08.2021;00:00;00:00;723.867,25;383.920,5;378.445,75;942.825;1.614.572,5;23.438;1.306.617,25;1.749.238,75;476.039;527.644;146.397;243.754,25
16.08.2021;00:00;00:00;722.146;370.685;469.794,75;2.005.789,25;1.013.335;22.780,75;1.293.505,75;1.716.203,5;616.355,25;497.963;131.609,5;244.087,75
23.08.2021;00:00;00:00;730.308;363.043,75;595.021,5;1.498.766,75;991.394,75;23.719,25;1.320.853,75;1.789.583,25;793.825;515.887,25;137.034,25;242.742,5
30.08.2021;00:00;00:00;733.266,25;353.623,5;201.014;822.813,75;1.361.530,5;24.738;1.322.019,25;1.822.537,5;1.307.683,25;670.075;149.803,5;222.590,75
06.09.2021;00:00;00:00;726.889,5;302.940,75;164.987,5;565.014,25;1.333.538,5;22.463,75;1.324.967;1.986.596,25;1.645.703,75;854.694,25;163.164;217.153,25
13.09.2021;00:00;00:00;731.103,5;283.626;346.793,5;888.250;899.400,75;22.739;1.327.617,25;2.178.764,25;1.600.828,75;825.791;155.255,5;218.722,75
20.09.2021;00:00;00:00;737.498,5;241.987,25;372.704;1.496.455,25;964.991,75;25.453,5;1.247.249;2.019.728,25;1.431.826;668.068;164.605,75;230.573,5
27.09.2021;00:00;00:00;737.027,5;217.205,5;694.162;2.461.085;920.804,25;26.796,5;1.031.580,25;1.888.587,75;1.058.255,5;605.420;164.596,25;240.361,25
04.10.2021;00:00;00:00;748.734,25;220.243,25;378.679,5;1.249.712;836.762,75;29.949,5;1.092.906,75;2.132.374;1.296.010,75;752.069;158.097;228.014,5
11.10.2021;00:00;00:00;754.109,25;204.449;719.442,25;1.666.363;656.674,25;29.710,75;1.214.901,25;2.319.400,5;1.469.287,25;768.480;127.016,5;253.149
18.10.2021;00:00;00:00;756.655,25;187.107;749.017;3.438.718,75;676.193;28.228,75;1.263.169,25;1.849.781,5;762.971,5;634.478;182.602,25;221.611,75
25.10.2021;00:00;00:00;777.094;179.125,5;753.138,75;2.410.652,75;631.618;29.302,75;1.313.141,25;2.004.612,5;1.079.734;712.390,75;193.242,75;230.759,25
01.11.2021;00:00;00:00;777.483,5;194.570,25;578.083,25;2.374.573,5;326.414;30.001;1.298.618;1.801.980;1.331.951,75;962.423,75;174.633,25;246.533,5
08.11.2021;00:00;00:00;783.155,5;190.672,75;465.121,5;988.871,5;392.952,75;35.241,75;1.328.192;2.317.729;1.774.130,5;1.349.596,25;179.624,5;264.086,5
15.11.2021;00:00;00:00;774.193,75;192.867,25;681.879;2.146.167;150.727,75;34.412;1.307.679;2.258.477,75;1.539.447,25;1.062.604,5;201.889,75;252.883,25
22.11.2021;00:00;00:00;785.212,75;179.576;639.618,25;1.313.647;216.658,25;34.456,75;1.304.991;2.300.429,75;1.904.652,25;1.467.079,75;198.942,25;283.981
29.11.2021;00:00;00:00;774.781;194.249,75;687.795,25;3.280.847,25;153.324,25;30.883,75;1.272.524,75;2.044.693,25;1.373.559,75;1.065.184;196.393,25;263.272,75
06.12.2021;00:00;00:00;787.864,25;206.584,75;660.029,5;1.726.729;130.778,75;35.975,25;1.291.835,75;2.380.119,5;1.649.282,25;1.392.177,5;181.529,25;274.163,25
13.12.2021;00:00;00:00;783.871,75;204.673;561.496,25;1.709.434;111.054,25;35.814,5;1.276.107;2.172.463,5;1.520.505,25;1.418.646,25;178.179,25;265.880,75
20.12.2021;00:00;00:00;788.331,25;186.486;309.106;1.547.614,25;238.632,25;33.160,5;1.270.029,75;2.402.147,5;1.494.461,25;1.166.551,5;186.220,25;267.091
27.12.2021;00:00;00:00;763.112,75;237.625,75;786.222,75;3.438.764,75;171.986,25;28.020,25;1.009.732,25;1.431.732,75;661.548,75;560.765,75;194.504;247.266,5
03.01.2022;00:00;00:00;762.562;238.986;854.076,25;3.549.799,75;171.203,25;31.629,75;647.478,5;1.998.455;1.341.207,75;854.902,25;186.057;241.293,25
10.01.2022;00:00;00:00;782.687,25;231.942,25;512.258;1.562.592,75;242.353,75;34.746,25;648.614,5;2.324.633,25;1.844.981,5;1.599.791,25;199.133,75;217.427,25
17.01.2022;00:00;00:00;784.688,5;205.635,5;724.747;2.927.110;230.695,75;34.139;677.747,5;2.146.003,25;1.701.147,25;1.351.475,25;185.650,25;245.242,5
24.01.2022;00:00;00:00;786.917;195.540,25;673.304,5;3.420.938,25;248.488,75;32.069,5;674.562,25;1.799.477,25;1.506.528,5;1.320.450,5;201.556;235.611,5
31.01.2022;00:00;00:00;784.965,25;174.541,75;744.287;4.619.095;261.277,25;29.084,5;670.901,75;1.591.180,25;1.081.739,75;1.035.874,75;174.758,25;240.279
07.02.2022;00:00;00:00;790.705,25;181.658,5;776.704,75;3.666.018,5;583.556,75;31.210,25;681.652,25;1.770.811;1.368.613,5;1.032.081,75;149.548,5;246.756,75
14.02.2022;00:00;00:00;777.152;191.585;759.081,25;5.469.902,75;456.933,5;28.291,5;672.711;1.182.458,5;1.029.259,75;807.258,75;183.818,75;237.270,25
21.02.2022;00:00;00:00;783.133,75;186.789,75;693.763,25;4.078.092;772.781,5;29.257;672.322,5;1.865.306;1.283.927,25;811.815,5;193.412,5;250.428
28.02.2022;00:00;00:00;794.050;183.655,25;314.627,75;957.206,75;1.111.233;33.096,25;681.923;2.275.054,75;1.878.073,75;1.222.482,25;185.554,25;271.367,25
07.03.2022;00:00;00:00;786.877;163.847,25;467.893,5;2.275.318,25;1.469.288,25;29.698;673.376,5;1.954.809;1.494.363,75;896.550,5;212.284;260.614
14.03.2022;00:00;00:00;790.367,75;180.517,75;394.930,75;2.191.581,25;989.150,5;29.456,5;669.979;1.977.216,75;1.441.868,25;1.138.318,5;186.070,5;254.449
21.03.2022;00:00;00:00;782.712,25;193.879,5;141.250,5;803.505,5;1.577.560;28.335,75;664.995,75;2.130.826,25;1.672.354,25;1.145.564;173.626;245.976,75
28.03.2022;00:00;00:00;764.709,5;199.796;415.838,5;1.966.127,25;804.723,25;28.371,25;665.501,75;2.173.134,75;1.517.006,5;1.125.864;195.340,5;258.840,5
04.04.2022;00:00;00:00;770.768;212.752,25;693.129;4.527.881;902.955;24.280,5;673.670,5;1.604.859,5;853.276,25;689.223,5;183.465,5;216.759,5
11.04.2022;00:00;00:00;770.178,5;225.068;359.575,75;1.296.615;1.611.762,75;25.792,75;667.748,5;2.018.966,25;968.124,25;786.931,25;197.440,25;246.603,25
18.04.2022;00:00;00:00;768.255,5;209.151,5;506.475;1.921.906,5;1.553.653,5;25.597,75;665.953;1.964.360,25;672.070,25;644.809,5;166.044,5;237.934,5
25.04.2022;00:00;00:00;769.459;223.551,5;128.404,5;584.297,25;1.431.340,75;24.301,75;667.251,25;2.226.991,25;1.220.882,25;976.740;114.388,25;216.029,25
02.05.2022;00:00;00:00;765.069;238.508,75;121.380;482.582;1.599.582,5;20.009,25;585.514,25;2.143.606,75;1.136.160;579.715,25;119.557,5;197.699
09.05.2022;00:00;00:00;749.862,75;270.531;405.144;1.694.070,25;1.876.878;19.315,5;433.780,25;1.850.602;609.708,25;434.850,5;199.234,75;211.252
16.05.2022;00:00;00:00;744.343,5;323.654,25;272.899;1.464.176;1.754.102,75;19.157;430.017;1.839.262,25;715.409,5;457.229,5;189.503,25;208.058,75
23.05.2022;00:00;00:00;747.004,75;317.642,5;672.544,25;2.616.405,25;1.468.657;19.175,75;513.084,5;1.505.777;439.470,75;344.064,25;204.060,75;206.475
30.05.2022;00:00;00:00;759.479,25;299.437,75;176.639,75;844.075,25;1.731.237,25;18.710,75;590.174,25;2.193.362,75;633.023,5;626.199,75;200.264,5;226.917,5
06.06.2022;00:00;00:00;727.370,5;321.468,75;433.690,75;1.224.531,25;1.691.979,5;18.700,25;434.707,5;2.055.257,5;605.574,5;400.460,25;169.147,5;198.713,5
13.06.2022;00:00;00:00;712.837,25;298.609,25;240.453,75;1.080.897,75;2.064.999;18.117,25;443.870;1.995.486,5;811.887;360.865;223.957,75;201.506,5
20.06.2022;00:00;00:00;726.865;301.784;198.991,5;847.168,25;1.760.934,25;17.703,25;504.005,75;2.081.449;1.108.812,75;445.078,5;210.101,25;197.131
27.06.2022;00:00;00:00;721.578;301.370;276.477,25;959.182,25;1.748.244,25;18.400;658.567,25;2.145.608,75;1.090.313,5;735.913,5;206.694,25;184.408,5
04.07.2022;00:00;00:00;731.677;280.746,25;557.729,75;1.774.686,25;1.621.932,5;17.994,75;661.786,25;1.921.248,75;1.029.986,25;583.971,5;233.632,25;197.093,5
11.07.2022;00:00;00:00;732.101,25;237.755,5;353.144,75;1.173.980,25;1.915.484,75;17.368;659.161;1.932.153;966.627,5;903.483,75;231.751,5;215.789,25
18.07.2022;00:00;00:00;715.530,25;259.021,25;372.682,75;858.604;1.905.214,25;17.580,25;661.645,5;2.049.081,5;938.710;1.295.405,5;256.242,25;217.750,75
25.07.2022;00:00;00:00;719.403,5;264.305,25;335.197,75;1.202.046;1.672.175,25;17.854,75;663.210;2.111.184;981.143,5;958.977,75;200.885,5;195.007,5
01.08.2022;00:00;00:00;720.197,5;243.004,25;283.540,75;798.906,25;1.846.813,75;17.510,5;656.264,25;2.139.748,75;1.184.593,75;376.633,25;208.341,75;157.537,75
08.08.2022;00:00;00:00;717.711,5;238.445;92.794,5;865.456,25;2.010.592;18.123,5;666.744,75;1.928.261,75;1.157.125;322.418,25;233.471,5;219.946,25
15.08.2022;00:00;00:00;717.121,25;262.048,25;187.210,25;584.453;1.346.704,25;17.864;665.406,75;1.947.708;1.181.438,25;578.765,5;164.591,25;189.478
22.08.2022;00:00;00:00;722.575,75;249.803;325.042,5;867.464,75;1.467.262,5;17.977,5;666.075,75;2.040.511,5;1.417.740;601.065,5;145.547,5;223.493,75
29.08.2022;00:00;00:00;732.158,75;222.684,5;428.741,75;1.283.294;1.529.599,25;18.604,5;669.934,25;1.990.581;1.376.193,25;609.949;199.778,75;210.167
05.09.2022;00:00;00:00;726.843,5;240.193,25;328.082,75;1.253.174,25;1.178.622,5;18.987,25;669.095;2.153.472,5;1.468.119,25;454.679,25;179.825,75;197.587,5
12.09.2022;00:00;00:00;735.006,75;256.231,5;680.466,75;2.234.128,5;946.969,5;19.090;673.318,75;1.788.003,75;1.159.834,75;396.400,5;213.696,5;207.883,5
19.09.2022;00:00;00:00;759.255,5;257.469,5;359.800,75;734.274;1.147.702,25;19.476,25;680.851,75;2.167.665,25;1.614.269,25;525.140,75;188.783;214.788,5
26.09.2022;00:00;00:00;747.888,5;270.971;515.352;2.111.020;764.395,75;19.699,75;677.149,5;1.853.835,75;1.339.947,5;383.159,25;223.603;211.255,5
03.10.2022;00:00;00:00;731.459,25;310.047,75;689.499;2.250.617,25;1.111.192;19.414,75;672.561,5;1.943.241,75;959.139,5;284.810,75;273.233,25;211.572
10.10.2022;00:00;00:00;711.129,75;259.792;457.611;1.336.705,5;790.023,75;19.302;675.970;2.166.875,75;1.320.603,5;539.447,5;228.961,75;190.515,5
17.10.2022;00:00;00:00;751.740,25;217.318,25;476.195,75;1.708.813,75;701.698,5;19.845,25;578.426;1.951.503,25;863.074,75;631.807,75;212.001,5;200.576
24.10.2022;00:00;00:00;774.663;262.463,5;522.613;2.026.917,5;720.409,25;18.742;460.443,5;1.988.064,75;398.910,75;532.913,25;192.458,25;207.131,5
31.10.2022;00:00;00:00;778.757,25;231.061,25;761.758,25;2.663.284,25;545.414,5;22.785,75;667.162;1.778.403,75;615.241,5;432.132;218.162,25;219.738,5
07.11.2022;00:00;00:00;787.907,25;220.283;714.940,75;2.805.553,75;546.570,75;24.289,25;669.898,75;2.047.682,25;966.468;382.915;234.363,25;208.598
14.11.2022;00:00;00:00;765.980,5;216.864,75;593.154,25;2.365.673;332.918;24.840,5;664.155,5;2.368.980,25;1.651.940,5;490.264,75;254.950;188.566,25
21.11.2022;00:00;00:00;769.429,25;220.740,75;658.493,25;1.890.943;311.274,75;25.344,75;653.212,5;2.317.993,75;1.823.852,25;636.011,5;251.587,75;238.823
28.11.2022;00:00;00:00;766.334;207.914,75;527.653,5;1.034.296,75;96.486,25;29.841;627.434,75;2.364.143,5;2.320.192,75;1.069.830,5;241.467;249.958,5
05.12.2022;00:00;00:00;773.456,5;188.726,5;437.419;812.368,25;124.592,25;31.484,25;621.996,5;2.441.404,25;2.323.812,25;1.174.799,5;233.719,25;263.695,5
12.12.2022;00:00;00:00;801.098;205.200,5;520.523,5;1.016.671;143.365,5;28.014,5;622.861,5;2.470.294,75;2.154.318,75;1.209.612;295.521,5;249.491,25
19.12.2022;00:00;00:00;794.606,5;217.316,75;605.922,25;2.919.702;129.808,75;26.454,5;605.882;1.920.364,5;1.047.397,5;573.010,5;235.720,25;225.948,75
26.12.2022;00:00;00:00;774.880,25;229.825,25;832.457,5;4.486.426;260.167,25;22.231,75;562.545,25;823.450,75;533.191,5;311.209,5;215.011,25;207.338,75
02.01.2023;00:00;00:00;796.467,25;211.999,25;797.490;3.928.421,25;215.856,5;23.631;408.369,5;1.481.022,25;743.031,75;445.158,75;251.349,25;206.395
09.01.2023;00:00;00:00;797.516;234.016,5;777.251,5;5.268.951,5;186.117,75;22.977,75;396.188;1.364.678,75;846.487,75;487.898,75;264.329,75;208.054
16.01.2023;00:00;00:00;809.239,5;232.034,25;517.969,75;2.320.955;230.914,25;26.492,25;407.669;2.236.492,75;1.926.747,75;1.089.233;234.427;212.674,5
23.01.2023;00:00;00:00;818.935;234.525,75;361.527,5;967.174;118.622,5;29.727,75;358.099;2.473.533,75;2.080.321;1.392.692,5;253.814;240.258
30.01.2023;00:00;00:00;801.380,25;201.389,25;516.102,25;4.291.641,25;261.523,25;27.677,5;358.075,25;1.588.360;1.182.122,5;1.049.762,5;189.927;231.895,25
06.02.2023;00:00;00:00;814.065,5;204.230,5;415.505;1.812.526;693.497,25;28.338,25;494.777,75;2.201.869,5;1.825.444,5;1.537.715;211.142,75;236.436,75
13.02.2023;00:00;00:00;809.374,25;197.996,5;338.601;2.602.428;543.104,75;26.985;507.399,25;1.983.032,5;1.522.913;1.216.943,5;179.530;231.687,5
20.02.2023;00:00;00:00;808.675,25;197.433,25;517.492;2.853.054,5;615.480,75;27.078,75;501.729,25;1.905.283,25;1.269.837,75;1.152.551,75;153.551,75;233.256,75
27.02.2023;00:00;00:00;811.712,75;197.711,75;275.432,25;1.476.108,75;912.534,25;32.750;498.367,5;2.219.801,75;1.503.343,5;1.593.159,25;211.814;242.734
06.03.2023;00:00;00:00;793.204,25;199.595;466.551;2.561.166,5;564.708;31.858,5;490.798;1.866.113,75;1.176.451,25;1.407.664,25;241.355,5;222.553
13.03.2023;00:00;00:00;768.822,75;218.424,75;578.427,75;3.018.458,75;1.043.291;27.672,75;482.017,25;1.521.459,5;731.671,75;840.145,25;247.133,75;231.061,75
20.03.2023;00:00;00:00;745.254;216.060;673.889,5;3.279.831,5;824.962,75;23.801,25;472.315,75;1.287.092,75;710.413;853.245,25;244.781;226.284
27.03.2023;00:00;00:00;762.147,25;246.716,25;685.775;3.056.970,25;901.936,25;25.065;471.871,75;1.347.916,75;632.565,25;755.852;284.375,25;222.873
03.04.2023;00:00;00:00;771.018;225.135;240.978;899.065,5;1.464.219,75;26.175,5;460.369,75;1.837.871,25;889.402;990.231;264.760,75;211.359
10.04.2023;00:00;00:00;758.492,25;221.741,25;529.515,25;2.202.732;1.050.124;25.506;373.655,75;1.420.183;567.785,25;759.256,75;231.002,5;217.769,75
17.04.2023;00:00;00:00;727.413,5;240.577,25;373.713;2.366.707;1.351.961,75;25.839;0;1.505.642,25;756.307,75;823.555;248.663;211.206
24.04.2023;00:00;00:00;724.363,5;279.985,25;363.872,25;1.867.898,75;1.345.023,5;24.223,5;0;1.664.813,75;572.063,25;849.777,75;234.895,5;192.578,25
01.05.2023;00:00;00:00;727.560,5;331.654,75;425.515,5;1.462.957;1.678.844,5;22.759;0;1.443.858,5;340.683,5;759.705;218.040,5;209.564,25
08.05.2023;00:00;00:00;729.567,25;351.417,25;255.387,5;1.445.704;1.453.856,25;22.170,5;0;1.474.538,5;576.340,75;836.730,5;230.978,25;193.916,5
15.05.2023;00:00;00:00;729.760,75;342.260;377.234;1.848.612,75;1.715.151,25;21.362,25;0;1.006.924,5;310.514,75;756.167;250.530;202.880,75
22.05.2023;00:00;00:00;708.302,75;355.114,5;368.344,75;1.418.610,75;1.983.443;19.730;0;1.023.921,75;279.652,5;818.614,25;244.597,5;221.997
29.05.2023;00:00;00:00;708.697,5;353.771,5;292.824;1.332.500,5;2.357.652,5;19.294,5;0;715.579,75;238.245,5;745.246,5;211.402,5;177.092
05.06.2023;00:00;00:00;701.793,5;350.215,75;309.442;1.137.679,75;2.133.143;17.213;0;926.997,75;288.419;974.477;223.671,25;158.649,25
12.06.2023;00:00;00:00;692.076,5;329.189,5;241.073,5;1.019.514,25;2.184.713,75;16.581,75;0;1.361.685;428.527,5;881.997,5;193.152;175.607,25
19.06.2023;00:00;00:00;680.503,5;331.576,25;247.414,25;1.019.567,5;1.855.623;15.670;0;1.690.254,75;441.626,25;1.034.370,25;183.110,75;185.217,25
26.06.2023;00:00;00:00;682.329,75;304.049,75;450.264,5;1.769.574,25;1.667.130,5;16.463,25;0;1.323.128,25;431.800,5;915.438,5;152.713,25;195.216
03.07.2023;00:00;00:00;684.889;299.443;448.760,25;2.020.229,75;2.060.791,5;16.666,5;0;1.112.042,75;388.648,5;756.240,5;152.610,5;187.290,75
10.07.2023;00:00;00:00;666.169;301.624,5;396.507,5;1.763.911,25;1.923.476;15.920,75;0;1.168.334,75;290.757,75;968.095,75;168.889;215.313,75
17.07.2023;00:00;00:00;679.360,25;306.218,5;358.421,25;1.391.772,25;1.730.154,25;16.041;0;1.124.586,5;423.355,75;1.011.389,5;160.345,5;230.456,5
24.07.2023;00:00;00:00;684.341;323.473,75;343.281;1.863.005;1.293.893;16.468,75;0;922.094,5;330.678,75;754.372,5;162.173;240.565,25
31.07.2023;00:00;00:00;685.549,75;337.359,75;325.093,75;2.533.011;1.199.585,75;16.666,5;0;654.659;328.244,75;595.496,75;200.672,25;213.434,5
07.08.2023;00:00;00:00;683.970,75;334.218,25;383.883,75;1.842.115,25;1.608.397,25;16.435;0;870.177,5;380.519,25;746.969,5;186.259,5;207.427,5
14.08.2023;00:00;00:00;679.587,75;322.422,75;303.501;648.877;1.736.569,25;16.589,75;0;1.124.403,5;419.372,5;881.288,25;196.909,5;220.417,5
21.08.2023;00:00;00:00;684.446,75;307.907,25;125.611,5;666.885,5;1.506.226,25;16.046;0;1.746.262,5;768.809,25;1.127.504,25;194.143,75;240.718,75
28.08.2023;00:00;00:00;706.475;330.496;175.712,75;823.922;1.233.121;17.121,5;0;1.661.829;576.247;1.014.391;171.790,5;230.500,5
04.09.2023;00:00;00:00;713.904,75;316.342,5;164.605,25;834.634;1.975.496,5;19.104,5;0;1.475.479,5;487.375;951.206;196.221,25;238.157,5
11.09.2023;00:00;00:00;707.932,75;297.595,25;258.393,5;685.256,25;1.554.024,5;21.188,5;0;1.703.688;759.794,75;972.663,5;206.804;238.944,25
18.09.2023;00:00;00:00;710.506;286.906,5;404.297,25;2.522.317,25;1.210.723,75;20.628;0;1.247.567,5;519.754;621.581;215.672,25;247.953,75
25.09.2023;00:00;00:00;740.856,25;261.736;492.511,75;1.153.550,75;1.421.251,25;21.372,75;0;1.542.837,25;675.786,25;764.514,5;212.066;240.329,25
02.10.2023;00:00;00:00;737.716,5;221.020,5;506.728,75;2.916.058,25;1.020.299;22.020,5;0;1.106.284;501.178,25;782.744;225.349,75;246.239,75
09.10.2023;00:00;00:00;714.463,75;218.310;573.950,75;3.142.917,5;825.498;21.725,25;0;1.354.152,25;762.867,5;900.670,5;249.026;254.387,5
16.10.2023;00:00;00:00;697.199,75;209.709,25;588.095,75;2.591.821,5;738.715,5;22.704;0;1.623.633,25;808.386,25;853.363,5;212.298,75;247.070,75
23.10.2023;00:00;00:00;745.883;232.321,5;712.451,5;2.032.939,5;470.587;23.973,5;0;1.907.757;918.819,25;977.843,5;211.978,5;235.877
30.10.2023;00:00;00:00;739.918,5;280.543,75;685.976;3.901.424,5;457.524,25;21.301,75;0;990.382,25;430.124,5;663.762,75;208.790,5;240.690,5
06.11.2023;00:00;00:00;741.006,5;263.646;568.427,25;3.564.072,25;448.342,75;23.938;0;1.711.907,25;605.220,5;913.107;210.218,75;224.671,5
13.11.2023;00:00;00:00;-;-;-;-;-;-;-;-;-;-;-;-
